,index,observed,astoro,deviation,datetime
0,10800,-58.56,-60.02,1.46,2011-03-11 15:00:00
1,10801,-58.66,-60.02,1.36,2011-03-11 15:00:05
2,10802,-58.77,-60.03,1.26,2011-03-11 15:00:10
3,10803,-58.89,-60.03,1.14,2011-03-11 15:00:15
4,10804,-59.02,-60.04,1.02,2011-03-11 15:00:20
5,10805,-59.13,-60.05,0.92,2011-03-11 15:00:25
6,10806,-59.22,-60.05,0.83,2011-03-11 15:00:30
7,10807,-59.29,-60.06,0.77,2011-03-11 15:00:35
8,10808,-59.32,-60.06,0.74,2011-03-11 15:00:40
9,10809,-59.33,-60.07,0.74,2011-03-11 15:00:45
10,10810,-59.32,-60.07,0.75,2011-03-11 15:00:50
11,10811,-59.29,-60.08,0.79,2011-03-11 15:00:55
12,10812,-59.26,-60.09,0.83,2011-03-11 15:01:00
13,10813,-59.23,-60.09,0.86,2011-03-11 15:01:05
14,10814,-59.21,-60.1,0.89,2011-03-11 15:01:10
15,10815,-59.21,-60.1,0.89,2011-03-11 15:01:15
16,10816,-59.23,-60.11,0.88,2011-03-11 15:01:20
17,10817,-59.27,-60.11,0.84,2011-03-11 15:01:25
18,10818,-59.32,-60.12,0.8,2011-03-11 15:01:30
19,10819,-59.39,-60.12,0.73,2011-03-11 15:01:35
20,10820,-59.47,-60.13,0.66,2011-03-11 15:01:40
21,10821,-59.56,-60.13,0.57,2011-03-11 15:01:45
22,10822,-59.65,-60.14,0.49,2011-03-11 15:01:50
23,10823,-59.73,-60.15,0.42,2011-03-11 15:01:55
24,10824,-59.79,-60.15,0.36,2011-03-11 15:02:00
25,10825,-59.83,-60.16,0.33,2011-03-11 15:02:05
26,10826,-59.87,-60.16,0.29,2011-03-11 15:02:10
27,10827,-59.91,-60.17,0.26,2011-03-11 15:02:15
28,10828,-59.93,-60.17,0.24,2011-03-11 15:02:20
29,10829,-59.94,-60.18,0.24,2011-03-11 15:02:25
30,10830,-59.95,-60.18,0.23,2011-03-11 15:02:30
31,10831,-59.97,-60.19,0.22,2011-03-11 15:02:35
32,10832,-59.99,-60.19,0.2,2011-03-11 15:02:40
33,10833,-60.02,-60.2,0.18,2011-03-11 15:02:45
34,10834,-60.06,-60.2,0.14,2011-03-11 15:02:50
35,10835,-60.11,-60.21,0.1,2011-03-11 15:02:55
36,10836,-60.16,-60.21,0.05,2011-03-11 15:03:00
