,index,observed,astoro,deviation,datetime
0,10800,-55.03,-50.02,-5.01,2011-03-11 15:00:00
1,10801,-55.02,-50.01,-5.01,2011-03-11 15:00:05
2,10802,-55.01,-49.99,-5.02,2011-03-11 15:00:10
3,10803,-55.0,-49.98,-5.02,2011-03-11 15:00:15
4,10804,-54.98,-49.97,-5.01,2011-03-11 15:00:20
5,10805,-54.96,-49.96,-5.0,2011-03-11 15:00:25
6,10806,-54.93,-49.94,-4.99,2011-03-11 15:00:30
7,10807,-54.89,-49.93,-4.96,2011-03-11 15:00:35
8,10808,-54.84,-49.92,-4.92,2011-03-11 15:00:40
9,10809,-54.79,-49.9,-4.89,2011-03-11 15:00:45
10,10810,-54.73,-49.89,-4.84,2011-03-11 15:00:50
11,10811,-54.67,-49.88,-4.79,2011-03-11 15:00:55
12,10812,-54.61,-49.86,-4.75,2011-03-11 15:01:00
13,10813,-54.54,-49.85,-4.69,2011-03-11 15:01:05
14,10814,-54.47,-49.84,-4.63,2011-03-11 15:01:10
15,10815,-54.41,-49.82,-4.59,2011-03-11 15:01:15
16,10816,-54.35,-49.81,-4.54,2011-03-11 15:01:20
17,10817,-54.29,-49.8,-4.49,2011-03-11 15:01:25
18,10818,-54.24,-49.78,-4.46,2011-03-11 15:01:30
19,10819,-54.19,-49.77,-4.42,2011-03-11 15:01:35
20,10820,-54.15,-49.76,-4.39,2011-03-11 15:01:40
21,10821,-54.12,-49.74,-4.38,2011-03-11 15:01:45
22,10822,-54.1,-49.73,-4.37,2011-03-11 15:01:50
23,10823,-54.08,-49.72,-4.36,2011-03-11 15:01:55
24,10824,-54.07,-49.7,-4.37,2011-03-11 15:02:00
25,10825,-54.06,-49.69,-4.37,2011-03-11 15:02:05
26,10826,-54.05,-49.68,-4.37,2011-03-11 15:02:10
27,10827,-54.04,-49.66,-4.38,2011-03-11 15:02:15
28,10828,-54.04,-49.65,-4.39,2011-03-11 15:02:20
29,10829,-54.04,-49.64,-4.4,2011-03-11 15:02:25
30,10830,-54.04,-49.62,-4.42,2011-03-11 15:02:30
31,10831,-54.04,-49.61,-4.43,2011-03-11 15:02:35
32,10832,-54.04,-49.6,-4.44,2011-03-11 15:02:40
33,10833,-54.04,-49.58,-4.46,2011-03-11 15:02:45
34,10834,-54.04,-49.57,-4.47,2011-03-11 15:02:50
35,10835,-54.04,-49.56,-4.48,2011-03-11 15:02:55
36,10836,-54.04,-49.54,-4.5,2011-03-11 15:03:00
37,10837,-54.04,-49.53,-4.51,2011-03-11 15:03:05
38,10838,-54.04,-49.52,-4.52,2011-03-11 15:03:10
39,10839,-54.04,-49.5,-4.54,2011-03-11 15:03:15
40,10840,-54.04,-49.49,-4.55,2011-03-11 15:03:20
41,10841,-54.04,-49.48,-4.56,2011-03-11 15:03:25
42,10842,-54.04,-49.46,-4.58,2011-03-11 15:03:30
43,10843,-54.04,-49.45,-4.59,2011-03-11 15:03:35
44,10844,-54.04,-49.43,-4.61,2011-03-11 15:03:40
45,10845,-54.03,-49.42,-4.61,2011-03-11 15:03:45
46,10846,-54.02,-49.41,-4.61,2011-03-11 15:03:50
47,10847,-54.01,-49.39,-4.62,2011-03-11 15:03:55
48,10848,-54.0,-49.38,-4.62,2011-03-11 15:04:00
49,10849,-53.98,-49.37,-4.61,2011-03-11 15:04:05
50,10850,-53.96,-49.35,-4.61,2011-03-11 15:04:10
51,10851,-53.93,-49.34,-4.59,2011-03-11 15:04:15
52,10852,-53.89,-49.33,-4.56,2011-03-11 15:04:20
53,10853,-53.84,-49.31,-4.53,2011-03-11 15:04:25
54,10854,-53.79,-49.3,-4.49,2011-03-11 15:04:30
55,10855,-53.73,-49.29,-4.44,2011-03-11 15:04:35
56,10856,-53.67,-49.27,-4.4,2011-03-11 15:04:40
57,10857,-53.61,-49.26,-4.35,2011-03-11 15:04:45
58,10858,-53.54,-49.25,-4.29,2011-03-11 15:04:50
59,10859,-53.47,-49.23,-4.24,2011-03-11 15:04:55
60,10860,-53.41,-49.22,-4.19,2011-03-11 15:05:00
61,10861,-53.35,-49.21,-4.14,2011-03-11 15:05:05
62,10862,-53.29,-49.19,-4.1,2011-03-11 15:05:10
63,10863,-53.24,-49.18,-4.06,2011-03-11 15:05:15
64,10864,-53.19,-49.17,-4.02,2011-03-11 15:05:20
65,10865,-53.15,-49.15,-4.0,2011-03-11 15:05:25
66,10866,-53.12,-49.14,-3.98,2011-03-11 15:05:30
67,10867,-53.1,-49.13,-3.97,2011-03-11 15:05:35
68,10868,-53.08,-49.11,-3.97,2011-03-11 15:05:40
69,10869,-53.06,-49.1,-3.96,2011-03-11 15:05:45
70,10870,-53.05,-49.09,-3.96,2011-03-11 15:05:50
71,10871,-53.04,-49.07,-3.97,2011-03-11 15:05:55
72,10872,-53.04,-49.06,-3.98,2011-03-11 15:06:00
73,10873,-53.03,-49.04,-3.99,2011-03-11 15:06:05
74,10874,-53.02,-49.03,-3.99,2011-03-11 15:06:10
75,10875,-53.0,-49.02,-3.98,2011-03-11 15:06:15
76,10876,-52.98,-49.0,-3.98,2011-03-11 15:06:20
77,10877,-52.96,-48.99,-3.97,2011-03-11 15:06:25
78,10878,-52.93,-48.98,-3.95,2011-03-11 15:06:30
79,10879,-52.89,-48.96,-3.93,2011-03-11 15:06:35
80,10880,-52.84,-48.95,-3.89,2011-03-11 15:06:40
81,10881,-52.79,-48.94,-3.85,2011-03-11 15:06:45
82,10882,-52.73,-48.92,-3.81,2011-03-11 15:06:50
83,10883,-52.67,-48.91,-3.76,2011-03-11 15:06:55
84,10884,-52.61,-48.9,-3.71,2011-03-11 15:07:00
85,10885,-52.54,-48.88,-3.66,2011-03-11 15:07:05
86,10886,-52.47,-48.87,-3.6,2011-03-11 15:07:10
87,10887,-52.41,-48.86,-3.55,2011-03-11 15:07:15
88,10888,-52.35,-48.84,-3.51,2011-03-11 15:07:20
89,10889,-52.29,-48.83,-3.46,2011-03-11 15:07:25
90,10890,-52.24,-48.81,-3.43,2011-03-11 15:07:30
91,10891,-52.19,-48.8,-3.39,2011-03-11 15:07:35
92,10892,-52.15,-48.79,-3.36,2011-03-11 15:07:40
93,10893,-52.12,-48.77,-3.35,2011-03-11 15:07:45
94,10894,-52.1,-48.76,-3.34,2011-03-11 15:07:50
95,10895,-52.08,-48.75,-3.33,2011-03-11 15:07:55
96,10896,-52.07,-48.73,-3.34,2011-03-11 15:08:00
97,10897,-52.06,-48.72,-3.34,2011-03-11 15:08:05
