,index,observed,astoro,deviation,datetime
0,10800,4482.1,4431.0,51.1,2011-03-11 15:00:00
1,10801,4483.2,4431.02,52.18,2011-03-11 15:00:05
2,10802,4484.3,4431.03,53.27,2011-03-11 15:00:10
3,10803,4485.5,4431.05,54.45,2011-03-11 15:00:15
4,10804,4486.6,4431.06,55.54,2011-03-11 15:00:20
5,10805,4487.7,4431.08,56.62,2011-03-11 15:00:25
6,10806,4488.9,4431.09,57.81,2011-03-11 15:00:30
7,10807,4489.9,4431.11,58.79,2011-03-11 15:00:35
8,10808,4491.1,4431.13,59.97,2011-03-11 15:00:40
9,10809,4492.2,4431.14,61.06,2011-03-11 15:00:45
10,10810,4493.3,4431.16,62.14,2011-03-11 15:00:50
11,10811,4494.5,4431.17,63.33,2011-03-11 15:00:55
12,10812,4495.5,4431.19,64.31,2011-03-11 15:01:00
13,10813,4496.6,4431.2,65.4,2011-03-11 15:01:05
14,10814,4497.7,4431.22,66.48,2011-03-11 15:01:10
15,10815,4498.8,4431.24,67.56,2011-03-11 15:01:15
16,10816,4499.9,4431.25,68.65,2011-03-11 15:01:20
17,10817,4501.2,4431.27,69.93,2011-03-11 15:01:25
18,10818,4502.3,4431.28,71.02,2011-03-11 15:01:30
19,10819,4503.5,4431.3,72.2,2011-03-11 15:01:35
20,10820,4504.8,4431.32,73.48,2011-03-11 15:01:40
21,10821,4506.2,4431.33,74.87,2011-03-11 15:01:45
22,10822,4507.7,4431.35,76.35,2011-03-11 15:01:50
23,10823,4509.0,4431.36,77.64,2011-03-11 15:01:55
24,10824,4510.5,4431.38,79.12,2011-03-11 15:02:00
25,10825,4512.0,4431.4,80.6,2011-03-11 15:02:05
26,10826,4513.3,4431.41,81.89,2011-03-11 15:02:10
27,10827,4514.9,4431.43,83.47,2011-03-11 15:02:15
28,10828,4516.2,4431.44,84.76,2011-03-11 15:02:20
29,10829,4517.6,4431.46,86.14,2011-03-11 15:02:25
30,10830,4518.9,4431.48,87.42,2011-03-11 15:02:30
31,10831,4520.1,4431.49,88.61,2011-03-11 15:02:35
32,10832,4521.2,4431.51,89.69,2011-03-11 15:02:40
33,10833,4522.2,4431.52,90.68,2011-03-11 15:02:45
34,10834,4523.2,4431.54,91.66,2011-03-11 15:02:50
35,10835,4523.9,4431.56,92.34,2011-03-11 15:02:55
36,10836,4524.7,4431.57,93.13,2011-03-11 15:03:00
37,10837,4525.4,4431.59,93.81,2011-03-11 15:03:05
38,10838,4526.0,4431.61,94.39,2011-03-11 15:03:10
39,10839,4526.6,4431.62,94.98,2011-03-11 15:03:15
40,10840,4527.0,4431.64,95.36,2011-03-11 15:03:20
41,10841,4527.3,4431.66,95.64,2011-03-11 15:03:25
42,10842,4527.7,4431.67,96.03,2011-03-11 15:03:30
43,10843,4527.8,4431.69,96.11,2011-03-11 15:03:35
44,10844,4528.1,4431.7,96.4,2011-03-11 15:03:40
45,10845,4528.0,4431.72,96.28,2011-03-11 15:03:45
46,10846,4528.2,4431.74,96.46,2011-03-11 15:03:50
47,10847,4528.0,4431.75,96.25,2011-03-11 15:03:55
48,10848,4528.0,4431.77,96.23,2011-03-11 15:04:00
49,10849,4527.9,4431.79,96.11,2011-03-11 15:04:05
50,10850,4527.7,4431.8,95.9,2011-03-11 15:04:10
51,10851,4527.4,4431.82,95.58,2011-03-11 15:04:15
52,10852,4527.2,4431.84,95.36,2011-03-11 15:04:20
53,10853,4526.9,4431.85,95.05,2011-03-11 15:04:25
54,10854,4526.6,4431.87,94.73,2011-03-11 15:04:30
55,10855,4526.2,4431.89,94.31,2011-03-11 15:04:35
56,10856,4525.8,4431.9,93.9,2011-03-11 15:04:40
57,10857,4525.4,4431.92,93.48,2011-03-11 15:04:45
58,10858,4525.0,4431.93,93.07,2011-03-11 15:04:50
59,10859,4524.5,4431.95,92.55,2011-03-11 15:04:55
60,10860,4523.9,4431.97,91.93,2011-03-11 15:05:00
61,10861,4523.4,4431.98,91.42,2011-03-11 15:05:05
62,10862,4522.8,4432.0,90.8,2011-03-11 15:05:10
63,10863,4522.3,4432.02,90.28,2011-03-11 15:05:15
64,10864,4521.8,4432.03,89.77,2011-03-11 15:05:20
65,10865,4521.3,4432.05,89.25,2011-03-11 15:05:25
66,10866,4520.8,4432.07,88.73,2011-03-11 15:05:30
67,10867,4520.4,4432.08,88.32,2011-03-11 15:05:35
68,10868,4519.9,4432.1,87.8,2011-03-11 15:05:40
69,10869,4519.6,4432.12,87.48,2011-03-11 15:05:45
70,10870,4519.2,4432.13,87.07,2011-03-11 15:05:50
71,10871,4518.9,4432.15,86.75,2011-03-11 15:05:55
72,10872,4518.7,4432.17,86.53,2011-03-11 15:06:00
73,10873,4518.3,4432.19,86.11,2011-03-11 15:06:05
74,10874,4518.2,4432.2,86.0,2011-03-11 15:06:10
75,10875,4517.7,4432.22,85.48,2011-03-11 15:06:15
76,10876,4517.4,4432.24,85.16,2011-03-11 15:06:20
77,10877,4517.1,4432.25,84.85,2011-03-11 15:06:25
78,10878,4516.6,4432.27,84.33,2011-03-11 15:06:30
79,10879,4516.3,4432.29,84.01,2011-03-11 15:06:35
80,10880,4515.7,4432.3,83.4,2011-03-11 15:06:40
81,10881,4515.1,4432.32,82.78,2011-03-11 15:06:45
82,10882,4514.7,4432.34,82.36,2011-03-11 15:06:50
83,10883,4514.1,4432.35,81.75,2011-03-11 15:06:55
84,10884,4513.4,4432.37,81.03,2011-03-11 15:07:00
85,10885,4512.8,4432.39,80.41,2011-03-11 15:07:05
86,10886,4511.9,4432.41,79.49,2011-03-11 15:07:10
87,10887,4511.2,4432.42,78.78,2011-03-11 15:07:15
88,10888,4510.4,4432.44,77.96,2011-03-11 15:07:20
89,10889,4509.3,4432.46,76.84,2011-03-11 15:07:25
90,10890,4508.4,4432.47,75.93,2011-03-11 15:07:30
91,10891,4507.2,4432.49,74.71,2011-03-11 15:07:35
92,10892,4506.0,4432.51,73.49,2011-03-11 15:07:40
93,10893,4504.7,4432.52,72.18,2011-03-11 15:07:45
94,10894,4503.3,4432.54,70.76,2011-03-11 15:07:50
95,10895,4501.8,4432.56,69.24,2011-03-11 15:07:55
96,10896,4500.2,4432.58,67.62,2011-03-11 15:08:00
97,10897,4498.5,4432.59,65.91,2011-03-11 15:08:05
98,10898,4496.9,4432.61,64.29,2011-03-11 15:08:10
99,10899,4495.1,4432.63,62.47,2011-03-11 15:08:15
100,10900,4493.4,4432.64,60.76,2011-03-11 15:08:20
101,10901,4491.6,4432.66,58.94,2011-03-11 15:08:25
102,10902,4489.9,4432.68,57.22,2011-03-11 15:08:30
103,10903,4488.1,4432.7,55.4,2011-03-11 15:08:35
104,10904,4486.4,4432.71,53.69,2011-03-11 15:08:40
105,10905,4484.8,4432.73,52.07,2011-03-11 15:08:45
106,10906,4483.1,4432.75,50.35,2011-03-11 15:08:50
107,10907,4481.5,4432.77,48.73,2011-03-11 15:08:55
108,10908,4480.0,4432.78,47.22,2011-03-11 15:09:00
109,10909,4478.5,4432.8,45.7,2011-03-11 15:09:05
110,10910,4477.0,4432.82,44.18,2011-03-11 15:09:10
111,10911,4475.7,4432.83,42.87,2011-03-11 15:09:15
112,10912,4474.2,4432.85,41.35,2011-03-11 15:09:20
113,10913,4473.0,4432.87,40.13,2011-03-11 15:09:25
114,10914,4471.8,4432.89,38.91,2011-03-11 15:09:30
115,10915,4470.6,4432.9,37.7,2011-03-11 15:09:35
116,10916,4469.7,4432.92,36.78,2011-03-11 15:09:40
117,10917,4468.6,4432.94,35.66,2011-03-11 15:09:45
118,10918,4467.6,4432.96,34.64,2011-03-11 15:09:50
119,10919,4467.0,4432.97,34.03,2011-03-11 15:09:55
