,index,observed,astoro,deviation,datetime
0,10800,94.39,94.32,0.07,2011-03-11 15:00:00
1,10801,94.26,94.29,-0.03,2011-03-11 15:00:05
2,10802,94.18,94.26,-0.08,2011-03-11 15:00:10
3,10803,94.15,94.23,-0.08,2011-03-11 15:00:15
4,10804,94.15,94.19,-0.04,2011-03-11 15:00:20
5,10805,94.19,94.16,0.03,2011-03-11 15:00:25
6,10806,94.28,94.13,0.15,2011-03-11 15:00:30
7,10807,94.39,94.1,0.29,2011-03-11 15:00:35
8,10808,94.53,94.07,0.46,2011-03-11 15:00:40
9,10809,94.68,94.04,0.64,2011-03-11 15:00:45
10,10810,94.84,94.01,0.83,2011-03-11 15:00:50
11,10811,95.01,93.97,1.04,2011-03-11 15:00:55
12,10812,95.16,93.94,1.22,2011-03-11 15:01:00
13,10813,95.31,93.91,1.4,2011-03-11 15:01:05
14,10814,95.43,93.88,1.55,2011-03-11 15:01:10
15,10815,95.52,93.85,1.67,2011-03-11 15:01:15
16,10816,95.57,93.81,1.76,2011-03-11 15:01:20
17,10817,95.6,93.78,1.82,2011-03-11 15:01:25
18,10818,95.58,93.75,1.83,2011-03-11 15:01:30
19,10819,95.53,93.72,1.81,2011-03-11 15:01:35
20,10820,95.43,93.69,1.74,2011-03-11 15:01:40
21,10821,95.29,93.65,1.64,2011-03-11 15:01:45
22,10822,95.12,93.62,1.5,2011-03-11 15:01:50
23,10823,94.92,93.59,1.33,2011-03-11 15:01:55
24,10824,94.7,93.56,1.14,2011-03-11 15:02:00
25,10825,94.46,93.52,0.94,2011-03-11 15:02:05
26,10826,94.23,93.49,0.74,2011-03-11 15:02:10
27,10827,93.99,93.46,0.53,2011-03-11 15:02:15
28,10828,93.76,93.43,0.33,2011-03-11 15:02:20
29,10829,93.54,93.39,0.15,2011-03-11 15:02:25
30,10830,93.35,93.36,-0.01,2011-03-11 15:02:30
31,10831,93.17,93.33,-0.16,2011-03-11 15:02:35
32,10832,93.02,93.3,-0.28,2011-03-11 15:02:40
33,10833,92.89,93.26,-0.37,2011-03-11 15:02:45
34,10834,92.79,93.23,-0.44,2011-03-11 15:02:50
35,10835,92.71,93.2,-0.49,2011-03-11 15:02:55
36,10836,92.66,93.16,-0.5,2011-03-11 15:03:00
37,10837,92.63,93.13,-0.5,2011-03-11 15:03:05
38,10838,92.63,93.1,-0.47,2011-03-11 15:03:10
39,10839,92.67,93.06,-0.39,2011-03-11 15:03:15
40,10840,92.73,93.03,-0.3,2011-03-11 15:03:20
41,10841,92.83,93.0,-0.17,2011-03-11 15:03:25
42,10842,92.96,92.97,-0.01,2011-03-11 15:03:30
43,10843,93.12,92.93,0.19,2011-03-11 15:03:35
44,10844,93.29,92.9,0.39,2011-03-11 15:03:40
