,index,observed,astoro,deviation,datetime
0,10800,-63.38,-63.57,0.18999999999999773,2011-03-11 15:00:00
1,10801,-63.23,-63.59,0.36000000000000654,2011-03-11 15:00:05
2,10802,-63.05,-63.6,0.5500000000000043,2011-03-11 15:00:10
3,10803,-62.84,-63.62,0.779999999999994,2011-03-11 15:00:15
4,10804,-62.61,-63.64,1.0300000000000011,2011-03-11 15:00:20
5,10805,-62.39,-63.66,1.269999999999996,2011-03-11 15:00:25
6,10806,-62.16,-63.68,1.5200000000000031,2011-03-11 15:00:30
7,10807,-61.94,-63.69,1.75,2011-03-11 15:00:35
8,10808,-61.75,-63.71,1.9600000000000009,2011-03-11 15:00:40
9,10809,-61.59,-63.73,2.1399999999999935,2011-03-11 15:00:45
10,10810,-61.49,-63.75,2.259999999999998,2011-03-11 15:00:50
11,10811,-61.41,-63.76,2.3500000000000014,2011-03-11 15:00:55
12,10812,-61.36,-63.78,2.4200000000000017,2011-03-11 15:01:00
13,10813,-61.35,-63.8,2.4499999999999957,2011-03-11 15:01:05
14,10814,-61.37,-63.82,2.450000000000003,2011-03-11 15:01:10
15,10815,-61.42,-63.83,2.4099999999999966,2011-03-11 15:01:15
16,10816,-61.48,-63.85,2.3700000000000045,2011-03-11 15:01:20
17,10817,-61.56,-63.87,2.309999999999995,2011-03-11 15:01:25
18,10818,-61.65,-63.89,2.240000000000002,2011-03-11 15:01:30
19,10819,-61.73,-63.9,2.1700000000000017,2011-03-11 15:01:35
20,10820,-61.8,-63.92,2.1200000000000045,2011-03-11 15:01:40
21,10821,-61.87,-63.94,2.0700000000000003,2011-03-11 15:01:45
22,10822,-61.94,-63.95,2.010000000000005,2011-03-11 15:01:50
23,10823,-62.0,-63.97,1.9699999999999989,2011-03-11 15:01:55
24,10824,-62.06,-63.99,1.9299999999999997,2011-03-11 15:02:00
25,10825,-62.12,-64.01,1.8900000000000077,2011-03-11 15:02:05
26,10826,-62.15,-64.02,1.8699999999999974,2011-03-11 15:02:10
27,10827,-62.18,-64.04,1.8600000000000065,2011-03-11 15:02:15
