,index,observed,astoro,deviation,datetime
0,10800,-63.48,-62.73,-0.75,2011-03-11 15:00:00
1,10801,-63.56,-62.74,-0.82,2011-03-11 15:00:05
2,10802,-63.65,-62.75,-0.9,2011-03-11 15:00:10
3,10803,-63.72,-62.75,-0.97,2011-03-11 15:00:15
4,10804,-63.78,-62.76,-1.02,2011-03-11 15:00:20
5,10805,-63.82,-62.76,-1.06,2011-03-11 15:00:25
6,10806,-63.85,-62.77,-1.08,2011-03-11 15:00:30
7,10807,-63.86,-62.78,-1.08,2011-03-11 15:00:35
8,10808,-63.85,-62.78,-1.07,2011-03-11 15:00:40
9,10809,-63.83,-62.79,-1.04,2011-03-11 15:00:45
10,10810,-63.81,-62.79,-1.02,2011-03-11 15:00:50
11,10811,-63.77,-62.8,-0.97,2011-03-11 15:00:55
12,10812,-63.73,-62.81,-0.92,2011-03-11 15:01:00
13,10813,-63.68,-62.81,-0.87,2011-03-11 15:01:05
14,10814,-63.64,-62.82,-0.82,2011-03-11 15:01:10
15,10815,-63.61,-62.82,-0.79,2011-03-11 15:01:15
16,10816,-63.58,-62.83,-0.75,2011-03-11 15:01:20
17,10817,-63.56,-62.83,-0.73,2011-03-11 15:01:25
18,10818,-63.56,-62.84,-0.72,2011-03-11 15:01:30
19,10819,-63.59,-62.85,-0.74,2011-03-11 15:01:35
20,10820,-63.63,-62.85,-0.78,2011-03-11 15:01:40
21,10821,-63.66,-62.86,-0.8,2011-03-11 15:01:45
22,10822,-63.69,-62.86,-0.83,2011-03-11 15:01:50
23,10823,-63.74,-62.87,-0.87,2011-03-11 15:01:55
24,10824,-63.79,-62.87,-0.92,2011-03-11 15:02:00
25,10825,-63.84,-62.88,-0.96,2011-03-11 15:02:05
26,10826,-63.87,-62.88,-0.99,2011-03-11 15:02:10
27,10827,-63.88,-62.89,-0.99,2011-03-11 15:02:15
28,10828,-63.86,-62.89,-0.97,2011-03-11 15:02:20
29,10829,-63.82,-62.9,-0.92,2011-03-11 15:02:25
30,10830,-63.78,-62.91,-0.87,2011-03-11 15:02:30
31,10831,-63.72,-62.91,-0.81,2011-03-11 15:02:35
32,10832,-63.65,-62.92,-0.73,2011-03-11 15:02:40
33,10833,-63.57,-62.92,-0.65,2011-03-11 15:02:45
34,10834,-63.5,-62.93,-0.57,2011-03-11 15:02:50
35,10835,-63.44,-62.93,-0.51,2011-03-11 15:02:55
36,10836,-63.4,-62.94,-0.46,2011-03-11 15:03:00
37,10837,-63.37,-62.94,-0.43,2011-03-11 15:03:05
38,10838,-63.37,-62.95,-0.42,2011-03-11 15:03:10
39,10839,-63.39,-62.95,-0.44,2011-03-11 15:03:15
40,10840,-63.43,-62.96,-0.47,2011-03-11 15:03:20
41,10841,-63.5,-62.96,-0.54,2011-03-11 15:03:25
42,10842,-63.59,-62.97,-0.62,2011-03-11 15:03:30
43,10843,-63.7,-62.97,-0.73,2011-03-11 15:03:35
44,10844,-63.81,-62.97,-0.84,2011-03-11 15:03:40
45,10845,-63.94,-62.98,-0.96,2011-03-11 15:03:45
46,10846,-64.07,-62.98,-1.09,2011-03-11 15:03:50
47,10847,-64.21,-62.99,-1.22,2011-03-11 15:03:55
48,10848,-64.36,-62.99,-1.37,2011-03-11 15:04:00
49,10849,-64.5,-63.0,-1.5,2011-03-11 15:04:05
50,10850,-64.63,-63.0,-1.63,2011-03-11 15:04:10
51,10851,-64.76,-63.01,-1.75,2011-03-11 15:04:15
52,10852,-64.85,-63.01,-1.84,2011-03-11 15:04:20
53,10853,-64.92,-63.02,-1.9,2011-03-11 15:04:25
54,10854,-64.97,-63.02,-1.95,2011-03-11 15:04:30
55,10855,-64.98,-63.02,-1.96,2011-03-11 15:04:35
56,10856,-64.97,-63.03,-1.94,2011-03-11 15:04:40
57,10857,-64.92,-63.03,-1.89,2011-03-11 15:04:45
58,10858,-64.86,-63.04,-1.82,2011-03-11 15:04:50
59,10859,-64.78,-63.04,-1.74,2011-03-11 15:04:55
60,10860,-64.68,-63.05,-1.63,2011-03-11 15:05:00
61,10861,-64.57,-63.05,-1.52,2011-03-11 15:05:05
62,10862,-64.48,-63.05,-1.43,2011-03-11 15:05:10
63,10863,-64.4,-63.06,-1.34,2011-03-11 15:05:15
64,10864,-64.32,-63.06,-1.26,2011-03-11 15:05:20
65,10865,-64.27,-63.07,-1.2,2011-03-11 15:05:25
66,10866,-64.24,-63.07,-1.17,2011-03-11 15:05:30
67,10867,-64.23,-63.08,-1.15,2011-03-11 15:05:35
68,10868,-64.22,-63.08,-1.14,2011-03-11 15:05:40
69,10869,-64.21,-63.08,-1.13,2011-03-11 15:05:45
70,10870,-64.2,-63.09,-1.11,2011-03-11 15:05:50
71,10871,-64.2,-63.09,-1.11,2011-03-11 15:05:55
72,10872,-64.19,-63.09,-1.1,2011-03-11 15:06:00
73,10873,-64.18,-63.1,-1.08,2011-03-11 15:06:05
74,10874,-64.17,-63.1,-1.07,2011-03-11 15:06:10
75,10875,-64.13,-63.11,-1.02,2011-03-11 15:06:15
76,10876,-64.08,-63.11,-0.97,2011-03-11 15:06:20
77,10877,-64.04,-63.11,-0.93,2011-03-11 15:06:25
78,10878,-64.0,-63.12,-0.88,2011-03-11 15:06:30
79,10879,-63.96,-63.12,-0.84,2011-03-11 15:06:35
80,10880,-63.92,-63.12,-0.8,2011-03-11 15:06:40
81,10881,-63.87,-63.13,-0.74,2011-03-11 15:06:45
82,10882,-63.81,-63.13,-0.68,2011-03-11 15:06:50
83,10883,-63.75,-63.13,-0.62,2011-03-11 15:06:55
84,10884,-63.69,-63.14,-0.55,2011-03-11 15:07:00
85,10885,-63.62,-63.14,-0.48,2011-03-11 15:07:05
86,10886,-63.54,-63.15,-0.39,2011-03-11 15:07:10
87,10887,-63.46,-63.15,-0.31,2011-03-11 15:07:15
88,10888,-63.37,-63.15,-0.22,2011-03-11 15:07:20
89,10889,-63.29,-63.16,-0.13,2011-03-11 15:07:25
90,10890,-63.22,-63.16,-0.06,2011-03-11 15:07:30
91,10891,-63.16,-63.16,0.0,2011-03-11 15:07:35
92,10892,-63.12,-63.16,0.04,2011-03-11 15:07:40
93,10893,-63.11,-63.17,0.06,2011-03-11 15:07:45
94,10894,-63.13,-63.17,0.04,2011-03-11 15:07:50
95,10895,-63.18,-63.17,-0.01,2011-03-11 15:07:55
96,10896,-63.27,-63.18,-0.09,2011-03-11 15:08:00
97,10897,-63.37,-63.18,-0.19,2011-03-11 15:08:05
98,10898,-63.49,-63.18,-0.31,2011-03-11 15:08:10
99,10899,-63.62,-63.19,-0.43,2011-03-11 15:08:15
100,10900,-63.78,-63.19,-0.59,2011-03-11 15:08:20
101,10901,-63.93,-63.19,-0.74,2011-03-11 15:08:25
102,10902,-64.08,-63.19,-0.89,2011-03-11 15:08:30
103,10903,-64.21,-63.2,-1.01,2011-03-11 15:08:35
104,10904,-64.31,-63.2,-1.11,2011-03-11 15:08:40
105,10905,-64.38,-63.2,-1.18,2011-03-11 15:08:45
106,10906,-64.44,-63.21,-1.23,2011-03-11 15:08:50
107,10907,-64.48,-63.21,-1.27,2011-03-11 15:08:55
108,10908,-64.5,-63.21,-1.29,2011-03-11 15:09:00
109,10909,-64.5,-63.21,-1.29,2011-03-11 15:09:05
110,10910,-64.48,-63.22,-1.26,2011-03-11 15:09:10
111,10911,-64.45,-63.22,-1.23,2011-03-11 15:09:15
112,10912,-64.42,-63.22,-1.2,2011-03-11 15:09:20
113,10913,-64.39,-63.22,-1.17,2011-03-11 15:09:25
114,10914,-64.36,-63.23,-1.13,2011-03-11 15:09:30
115,10915,-64.35,-63.23,-1.12,2011-03-11 15:09:35
116,10916,-64.34,-63.23,-1.11,2011-03-11 15:09:40
117,10917,-64.33,-63.23,-1.1,2011-03-11 15:09:45
118,10918,-64.33,-63.24,-1.09,2011-03-11 15:09:50
119,10919,-64.34,-63.24,-1.1,2011-03-11 15:09:55
120,10920,-64.35,-63.24,-1.11,2011-03-11 15:10:00
121,10921,-64.38,-63.24,-1.14,2011-03-11 15:10:05
122,10922,-64.42,-63.25,-1.17,2011-03-11 15:10:10
123,10923,-64.46,-63.25,-1.21,2011-03-11 15:10:15
124,10924,-64.51,-63.25,-1.26,2011-03-11 15:10:20
125,10925,-64.56,-63.25,-1.31,2011-03-11 15:10:25
126,10926,-64.62,-63.25,-1.37,2011-03-11 15:10:30
127,10927,-64.68,-63.26,-1.42,2011-03-11 15:10:35
128,10928,-64.73,-63.26,-1.47,2011-03-11 15:10:40
129,10929,-64.78,-63.26,-1.52,2011-03-11 15:10:45
130,10930,-64.82,-63.26,-1.56,2011-03-11 15:10:50
131,10931,-64.84,-63.26,-1.58,2011-03-11 15:10:55
132,10932,-64.84,-63.27,-1.57,2011-03-11 15:11:00
133,10933,-64.81,-63.27,-1.54,2011-03-11 15:11:05
134,10934,-64.75,-63.27,-1.48,2011-03-11 15:11:10
135,10935,-64.67,-63.27,-1.4,2011-03-11 15:11:15
136,10936,-64.57,-63.27,-1.3,2011-03-11 15:11:20
137,10937,-64.46,-63.27,-1.19,2011-03-11 15:11:25
138,10938,-64.35,-63.28,-1.07,2011-03-11 15:11:30
139,10939,-64.25,-63.28,-0.97,2011-03-11 15:11:35
140,10940,-64.15,-63.28,-0.87,2011-03-11 15:11:40
141,10941,-64.08,-63.28,-0.8,2011-03-11 15:11:45
142,10942,-64.04,-63.28,-0.76,2011-03-11 15:11:50
143,10943,-64.04,-63.28,-0.76,2011-03-11 15:11:55
144,10944,-64.08,-63.29,-0.79,2011-03-11 15:12:00
145,10945,-64.16,-63.29,-0.87,2011-03-11 15:12:05
146,10946,-64.25,-63.29,-0.96,2011-03-11 15:12:10
147,10947,-64.35,-63.29,-1.06,2011-03-11 15:12:15
148,10948,-64.46,-63.29,-1.17,2011-03-11 15:12:20
149,10949,-64.55,-63.29,-1.26,2011-03-11 15:12:25
150,10950,-64.63,-63.29,-1.34,2011-03-11 15:12:30
151,10951,-64.68,-63.3,-1.38,2011-03-11 15:12:35
152,10952,-64.7,-63.3,-1.4,2011-03-11 15:12:40
153,10953,-64.69,-63.3,-1.39,2011-03-11 15:12:45
154,10954,-64.66,-63.3,-1.36,2011-03-11 15:12:50
155,10955,-64.6,-63.3,-1.3,2011-03-11 15:12:55
156,10956,-64.53,-63.3,-1.23,2011-03-11 15:13:00
157,10957,-64.45,-63.3,-1.15,2011-03-11 15:13:05
158,10958,-64.38,-63.3,-1.08,2011-03-11 15:13:10
159,10959,-64.3,-63.3,-1.0,2011-03-11 15:13:15
160,10960,-64.23,-63.31,-0.92,2011-03-11 15:13:20
161,10961,-64.18,-63.31,-0.87,2011-03-11 15:13:25
