,index,observed,astoro,deviation,datetime
0,10440,-37.04,-36.29,-0.75,2011-03-11 14:30:00
1,10441,-36.99,-36.27,-0.72,2011-03-11 14:30:05
2,10442,-36.93,-36.26,-0.67,2011-03-11 14:30:10
3,10443,-36.89,-36.24,-0.65,2011-03-11 14:30:15
4,10444,-36.84,-36.22,-0.62,2011-03-11 14:30:20
5,10445,-36.8,-36.21,-0.59,2011-03-11 14:30:25
6,10446,-36.77,-36.19,-0.58,2011-03-11 14:30:30
7,10447,-36.73,-36.18,-0.55,2011-03-11 14:30:35
8,10448,-36.7,-36.16,-0.54,2011-03-11 14:30:40
9,10449,-36.66,-36.15,-0.51,2011-03-11 14:30:45
10,10450,-36.64,-36.13,-0.51,2011-03-11 14:30:50
11,10451,-36.6,-36.12,-0.48,2011-03-11 14:30:55
12,10452,-36.56,-36.1,-0.46,2011-03-11 14:31:00
13,10453,-36.52,-36.09,-0.43,2011-03-11 14:31:05
14,10454,-36.47,-36.07,-0.4,2011-03-11 14:31:10
15,10455,-36.43,-36.06,-0.37,2011-03-11 14:31:15
16,10456,-36.38,-36.04,-0.34,2011-03-11 14:31:20
17,10457,-36.32,-36.02,-0.3,2011-03-11 14:31:25
18,10458,-36.27,-36.01,-0.26,2011-03-11 14:31:30
19,10459,-36.22,-35.99,-0.23,2011-03-11 14:31:35
20,10460,-36.19,-35.98,-0.21,2011-03-11 14:31:40
21,10461,-36.16,-35.96,-0.2,2011-03-11 14:31:45
22,10462,-36.14,-35.95,-0.19,2011-03-11 14:31:50
23,10463,-36.12,-35.93,-0.19,2011-03-11 14:31:55
24,10464,-36.11,-35.92,-0.19,2011-03-11 14:32:00
25,10465,-36.11,-35.9,-0.21,2011-03-11 14:32:05
26,10466,-36.11,-35.88,-0.23,2011-03-11 14:32:10
27,10467,-36.11,-35.87,-0.24,2011-03-11 14:32:15
28,10468,-36.11,-35.85,-0.26,2011-03-11 14:32:20
29,10469,-36.1,-35.84,-0.26,2011-03-11 14:32:25
30,10470,-36.08,-35.82,-0.26,2011-03-11 14:32:30
31,10471,-36.06,-35.81,-0.25,2011-03-11 14:32:35
32,10472,-36.04,-35.79,-0.25,2011-03-11 14:32:40
33,10473,-36.01,-35.78,-0.23,2011-03-11 14:32:45
34,10474,-35.97,-35.76,-0.21,2011-03-11 14:32:50
35,10475,-35.94,-35.74,-0.2,2011-03-11 14:32:55
36,10476,-35.91,-35.73,-0.18,2011-03-11 14:33:00
37,10477,-35.9,-35.71,-0.19,2011-03-11 14:33:05
38,10478,-35.88,-35.7,-0.18,2011-03-11 14:33:10
39,10479,-35.87,-35.68,-0.19,2011-03-11 14:33:15
40,10480,-35.87,-35.67,-0.2,2011-03-11 14:33:20
41,10481,-35.87,-35.65,-0.22,2011-03-11 14:33:25
42,10482,-35.87,-35.63,-0.24,2011-03-11 14:33:30
43,10483,-35.88,-35.62,-0.26,2011-03-11 14:33:35
44,10484,-35.89,-35.6,-0.29,2011-03-11 14:33:40
45,10485,-35.9,-35.59,-0.31,2011-03-11 14:33:45
46,10486,-35.89,-35.57,-0.32,2011-03-11 14:33:50
47,10487,-35.88,-35.56,-0.32,2011-03-11 14:33:55
48,10488,-35.87,-35.54,-0.33,2011-03-11 14:34:00
49,10489,-35.85,-35.52,-0.33,2011-03-11 14:34:05
50,10490,-35.83,-35.51,-0.32,2011-03-11 14:34:10
51,10491,-35.79,-35.49,-0.3,2011-03-11 14:34:15
52,10492,-35.76,-35.48,-0.28,2011-03-11 14:34:20
53,10493,-35.73,-35.46,-0.27,2011-03-11 14:34:25
54,10494,-35.69,-35.45,-0.24,2011-03-11 14:34:30
55,10495,-35.67,-35.43,-0.24,2011-03-11 14:34:35
56,10496,-35.63,-35.41,-0.22,2011-03-11 14:34:40
57,10497,-35.6,-35.4,-0.2,2011-03-11 14:34:45
58,10498,-35.57,-35.38,-0.19,2011-03-11 14:34:50
59,10499,-35.54,-35.37,-0.17,2011-03-11 14:34:55
60,10500,-35.5,-35.35,-0.15,2011-03-11 14:35:00
61,10501,-35.47,-35.33,-0.14,2011-03-11 14:35:05
62,10502,-35.42,-35.32,-0.1,2011-03-11 14:35:10
63,10503,-35.36,-35.3,-0.06,2011-03-11 14:35:15
64,10504,-35.31,-35.29,-0.02,2011-03-11 14:35:20
65,10505,-35.24,-35.27,0.03,2011-03-11 14:35:25
66,10506,-35.17,-35.26,0.09,2011-03-11 14:35:30
67,10507,-35.1,-35.24,0.14,2011-03-11 14:35:35
68,10508,-35.04,-35.22,0.18,2011-03-11 14:35:40
69,10509,-34.97,-35.21,0.24,2011-03-11 14:35:45
70,10510,-34.91,-35.19,0.28,2011-03-11 14:35:50
71,10511,-34.85,-35.18,0.33,2011-03-11 14:35:55
72,10512,-34.8,-35.16,0.36,2011-03-11 14:36:00
73,10513,-34.76,-35.14,0.38,2011-03-11 14:36:05
74,10514,-34.72,-35.13,0.41,2011-03-11 14:36:10
75,10515,-34.69,-35.11,0.42,2011-03-11 14:36:15
76,10516,-34.67,-35.1,0.43,2011-03-11 14:36:20
77,10517,-34.65,-35.08,0.43,2011-03-11 14:36:25
78,10518,-34.64,-35.06,0.42,2011-03-11 14:36:30
79,10519,-34.62,-35.05,0.43,2011-03-11 14:36:35
80,10520,-34.61,-35.03,0.42,2011-03-11 14:36:40
81,10521,-34.6,-35.01,0.41,2011-03-11 14:36:45
82,10522,-34.59,-35.0,0.41,2011-03-11 14:36:50
83,10523,-34.58,-34.98,0.4,2011-03-11 14:36:55
84,10524,-34.57,-34.97,0.4,2011-03-11 14:37:00
85,10525,-34.57,-34.95,0.38,2011-03-11 14:37:05
86,10526,-34.56,-34.93,0.37,2011-03-11 14:37:10
87,10527,-34.56,-34.92,0.36,2011-03-11 14:37:15
88,10528,-34.56,-34.9,0.34,2011-03-11 14:37:20
89,10529,-34.55,-34.89,0.34,2011-03-11 14:37:25
90,10530,-34.55,-34.87,0.32,2011-03-11 14:37:30
91,10531,-34.55,-34.85,0.3,2011-03-11 14:37:35
92,10532,-34.55,-34.84,0.29,2011-03-11 14:37:40
93,10533,-34.55,-34.82,0.27,2011-03-11 14:37:45
94,10534,-34.55,-34.8,0.25,2011-03-11 14:37:50
