,index,observed,astoro,deviation,datetime
0,10800,68.37,68.04,0.33,2011-03-11 15:00:00
1,10801,68.29,67.98,0.31,2011-03-11 15:00:05
2,10802,68.2,67.91,0.29,2011-03-11 15:00:10
3,10803,68.12,67.85,0.27,2011-03-11 15:00:15
4,10804,68.05,67.78,0.27,2011-03-11 15:00:20
5,10805,67.99,67.71,0.28,2011-03-11 15:00:25
6,10806,67.93,67.65,0.28,2011-03-11 15:00:30
7,10807,67.89,67.58,0.31,2011-03-11 15:00:35
8,10808,67.85,67.52,0.33,2011-03-11 15:00:40
9,10809,67.82,67.45,0.37,2011-03-11 15:00:45
10,10810,67.81,67.38,0.43,2011-03-11 15:00:50
11,10811,67.8,67.32,0.48,2011-03-11 15:00:55
12,10812,67.79,67.25,0.54,2011-03-11 15:01:00
13,10813,67.76,67.19,0.57,2011-03-11 15:01:05
14,10814,67.71,67.12,0.59,2011-03-11 15:01:10
15,10815,67.62,67.05,0.57,2011-03-11 15:01:15
16,10816,67.51,66.99,0.52,2011-03-11 15:01:20
17,10817,67.36,66.92,0.44,2011-03-11 15:01:25
18,10818,67.19,66.85,0.34,2011-03-11 15:01:30
19,10819,66.98,66.79,0.19,2011-03-11 15:01:35
20,10820,66.76,66.72,0.04,2011-03-11 15:01:40
21,10821,66.52,66.65,-0.13,2011-03-11 15:01:45
22,10822,66.28,66.59,-0.31,2011-03-11 15:01:50
23,10823,66.07,66.52,-0.45,2011-03-11 15:01:55
24,10824,65.89,66.45,-0.56,2011-03-11 15:02:00
25,10825,65.73,66.39,-0.66,2011-03-11 15:02:05
26,10826,65.62,66.32,-0.7,2011-03-11 15:02:10
27,10827,65.56,66.25,-0.69,2011-03-11 15:02:15
28,10828,65.53,66.19,-0.66,2011-03-11 15:02:20
29,10829,65.53,66.12,-0.59,2011-03-11 15:02:25
30,10830,65.56,66.05,-0.49,2011-03-11 15:02:30
31,10831,65.62,65.98,-0.36,2011-03-11 15:02:35
32,10832,65.67,65.92,-0.25,2011-03-11 15:02:40
33,10833,65.72,65.85,-0.13,2011-03-11 15:02:45
34,10834,65.76,65.78,-0.02,2011-03-11 15:02:50
35,10835,65.78,65.71,0.07,2011-03-11 15:02:55
36,10836,65.78,65.65,0.13,2011-03-11 15:03:00
37,10837,65.76,65.58,0.18,2011-03-11 15:03:05
38,10838,65.72,65.51,0.21,2011-03-11 15:03:10
39,10839,65.67,65.45,0.22,2011-03-11 15:03:15
40,10840,65.62,65.38,0.24,2011-03-11 15:03:20
41,10841,65.56,65.31,0.25,2011-03-11 15:03:25
42,10842,65.49,65.24,0.25,2011-03-11 15:03:30
43,10843,65.42,65.17,0.25,2011-03-11 15:03:35
44,10844,65.37,65.11,0.26,2011-03-11 15:03:40
45,10845,65.32,65.04,0.28,2011-03-11 15:03:45
46,10846,65.29,64.97,0.32,2011-03-11 15:03:50
47,10847,65.25,64.9,0.35,2011-03-11 15:03:55
48,10848,65.2,64.83,0.37,2011-03-11 15:04:00
49,10849,65.15,64.77,0.38,2011-03-11 15:04:05
50,10850,65.09,64.7,0.39,2011-03-11 15:04:10
51,10851,65.02,64.63,0.39,2011-03-11 15:04:15
52,10852,64.93,64.56,0.37,2011-03-11 15:04:20
53,10853,64.85,64.49,0.36,2011-03-11 15:04:25
54,10854,64.76,64.43,0.33,2011-03-11 15:04:30
55,10855,64.67,64.36,0.31,2011-03-11 15:04:35
56,10856,64.58,64.29,0.29,2011-03-11 15:04:40
57,10857,64.5,64.22,0.28,2011-03-11 15:04:45
58,10858,64.42,64.15,0.27,2011-03-11 15:04:50
59,10859,64.35,64.08,0.27,2011-03-11 15:04:55
60,10860,64.29,64.02,0.27,2011-03-11 15:05:00
61,10861,64.24,63.95,0.29,2011-03-11 15:05:05
62,10862,64.2,63.88,0.32,2011-03-11 15:05:10
63,10863,64.16,63.81,0.35,2011-03-11 15:05:15
64,10864,64.13,63.74,0.39,2011-03-11 15:05:20
65,10865,64.09,63.67,0.42,2011-03-11 15:05:25
66,10866,64.05,63.6,0.45,2011-03-11 15:05:30
67,10867,64.01,63.53,0.48,2011-03-11 15:05:35
68,10868,63.97,63.46,0.51,2011-03-11 15:05:40
69,10869,63.91,63.4,0.51,2011-03-11 15:05:45
70,10870,63.86,63.33,0.53,2011-03-11 15:05:50
71,10871,63.8,63.26,0.54,2011-03-11 15:05:55
72,10872,63.74,63.19,0.55,2011-03-11 15:06:00
73,10873,63.67,63.12,0.55,2011-03-11 15:06:05
74,10874,63.61,63.05,0.56,2011-03-11 15:06:10
75,10875,63.55,62.98,0.57,2011-03-11 15:06:15
76,10876,63.48,62.91,0.57,2011-03-11 15:06:20
77,10877,63.4,62.84,0.56,2011-03-11 15:06:25
78,10878,63.32,62.77,0.55,2011-03-11 15:06:30
79,10879,63.23,62.7,0.53,2011-03-11 15:06:35
80,10880,63.14,62.63,0.51,2011-03-11 15:06:40
81,10881,63.04,62.56,0.48,2011-03-11 15:06:45
82,10882,62.94,62.49,0.45,2011-03-11 15:06:50
83,10883,62.84,62.42,0.42,2011-03-11 15:06:55
84,10884,62.73,62.35,0.38,2011-03-11 15:07:00
85,10885,62.63,62.28,0.35,2011-03-11 15:07:05
86,10886,62.53,62.22,0.31,2011-03-11 15:07:10
87,10887,62.46,62.15,0.31,2011-03-11 15:07:15
88,10888,62.4,62.08,0.32,2011-03-11 15:07:20
89,10889,62.37,62.01,0.36,2011-03-11 15:07:25
90,10890,62.37,61.94,0.43,2011-03-11 15:07:30
91,10891,62.38,61.87,0.51,2011-03-11 15:07:35
92,10892,62.42,61.8,0.62,2011-03-11 15:07:40
93,10893,62.47,61.72,0.75,2011-03-11 15:07:45
94,10894,62.54,61.65,0.89,2011-03-11 15:07:50
95,10895,62.61,61.58,1.03,2011-03-11 15:07:55
96,10896,62.67,61.51,1.16,2011-03-11 15:08:00
97,10897,62.71,61.44,1.27,2011-03-11 15:08:05
98,10898,62.73,61.37,1.36,2011-03-11 15:08:10
99,10899,62.72,61.3,1.42,2011-03-11 15:08:15
100,10900,62.67,61.23,1.44,2011-03-11 15:08:20
101,10901,62.6,61.16,1.44,2011-03-11 15:08:25
102,10902,62.5,61.09,1.41,2011-03-11 15:08:30
103,10903,62.39,61.02,1.37,2011-03-11 15:08:35
104,10904,62.28,60.95,1.33,2011-03-11 15:08:40
105,10905,62.18,60.88,1.3,2011-03-11 15:08:45
106,10906,62.08,60.81,1.27,2011-03-11 15:08:50
107,10907,62.02,60.74,1.28,2011-03-11 15:08:55
108,10908,61.96,60.67,1.29,2011-03-11 15:09:00
109,10909,61.93,60.6,1.33,2011-03-11 15:09:05
110,10910,61.91,60.52,1.39,2011-03-11 15:09:10
111,10911,61.89,60.45,1.44,2011-03-11 15:09:15
112,10912,61.86,60.38,1.48,2011-03-11 15:09:20
113,10913,61.82,60.31,1.51,2011-03-11 15:09:25
114,10914,61.75,60.24,1.51,2011-03-11 15:09:30
115,10915,61.66,60.17,1.49,2011-03-11 15:09:35
116,10916,61.54,60.1,1.44,2011-03-11 15:09:40
117,10917,61.4,60.03,1.37,2011-03-11 15:09:45
118,10918,61.24,59.96,1.28,2011-03-11 15:09:50
119,10919,61.08,59.88,1.2,2011-03-11 15:09:55
120,10920,60.92,59.81,1.11,2011-03-11 15:10:00
121,10921,60.77,59.74,1.03,2011-03-11 15:10:05
122,10922,60.65,59.67,0.98,2011-03-11 15:10:10
123,10923,60.57,59.6,0.97,2011-03-11 15:10:15
124,10924,60.5,59.53,0.97,2011-03-11 15:10:20
125,10925,60.47,59.45,1.02,2011-03-11 15:10:25
126,10926,60.45,59.38,1.07,2011-03-11 15:10:30
127,10927,60.44,59.31,1.13,2011-03-11 15:10:35
128,10928,60.43,59.24,1.19,2011-03-11 15:10:40
129,10929,60.42,59.17,1.25,2011-03-11 15:10:45
130,10930,60.4,59.1,1.3,2011-03-11 15:10:50
131,10931,60.36,59.02,1.34,2011-03-11 15:10:55
132,10932,60.31,58.95,1.36,2011-03-11 15:11:00
133,10933,60.23,58.88,1.35,2011-03-11 15:11:05
134,10934,60.13,58.81,1.32,2011-03-11 15:11:10
135,10935,60.02,58.74,1.28,2011-03-11 15:11:15
136,10936,59.91,58.66,1.25,2011-03-11 15:11:20
137,10937,59.81,58.59,1.22,2011-03-11 15:11:25
138,10938,59.72,58.52,1.2,2011-03-11 15:11:30
139,10939,59.65,58.45,1.2,2011-03-11 15:11:35
140,10940,59.6,58.37,1.23,2011-03-11 15:11:40
141,10941,59.56,58.3,1.26,2011-03-11 15:11:45
142,10942,59.55,58.23,1.32,2011-03-11 15:11:50
143,10943,59.55,58.16,1.39,2011-03-11 15:11:55
144,10944,59.58,58.08,1.5,2011-03-11 15:12:00
145,10945,59.6,58.01,1.59,2011-03-11 15:12:05
146,10946,59.62,57.94,1.68,2011-03-11 15:12:10
147,10947,59.64,57.87,1.77,2011-03-11 15:12:15
148,10948,59.64,57.79,1.85,2011-03-11 15:12:20
149,10949,59.63,57.72,1.91,2011-03-11 15:12:25
150,10950,59.59,57.65,1.94,2011-03-11 15:12:30
151,10951,59.52,57.57,1.95,2011-03-11 15:12:35
152,10952,59.44,57.5,1.94,2011-03-11 15:12:40
153,10953,59.34,57.43,1.91,2011-03-11 15:12:45
154,10954,59.23,57.36,1.87,2011-03-11 15:12:50
155,10955,59.11,57.28,1.83,2011-03-11 15:12:55
156,10956,59.0,57.21,1.79,2011-03-11 15:13:00
157,10957,58.88,57.14,1.74,2011-03-11 15:13:05
158,10958,58.78,57.06,1.72,2011-03-11 15:13:10
159,10959,58.68,56.99,1.69,2011-03-11 15:13:15
160,10960,58.59,56.92,1.67,2011-03-11 15:13:20
161,10961,58.51,56.84,1.67,2011-03-11 15:13:25
162,10962,58.44,56.77,1.67,2011-03-11 15:13:30
163,10963,58.38,56.7,1.68,2011-03-11 15:13:35
164,10964,58.31,56.62,1.69,2011-03-11 15:13:40
165,10965,58.25,56.55,1.7,2011-03-11 15:13:45
166,10966,58.18,56.48,1.7,2011-03-11 15:13:50
167,10967,58.12,56.4,1.72,2011-03-11 15:13:55
168,10968,58.06,56.33,1.73,2011-03-11 15:14:00
169,10969,57.99,56.26,1.73,2011-03-11 15:14:05
170,10970,57.93,56.18,1.75,2011-03-11 15:14:10
171,10971,57.88,56.11,1.77,2011-03-11 15:14:15
172,10972,57.84,56.03,1.81,2011-03-11 15:14:20
173,10973,57.8,55.96,1.84,2011-03-11 15:14:25
174,10974,57.77,55.89,1.88,2011-03-11 15:14:30
175,10975,57.75,55.81,1.94,2011-03-11 15:14:35
176,10976,57.73,55.74,1.99,2011-03-11 15:14:40
177,10977,57.71,55.66,2.05,2011-03-11 15:14:45
178,10978,57.69,55.59,2.1,2011-03-11 15:14:50
179,10979,57.66,55.52,2.14,2011-03-11 15:14:55
180,10980,57.62,55.44,2.18,2011-03-11 15:15:00
181,10981,57.58,55.37,2.21,2011-03-11 15:15:05
182,10982,57.53,55.29,2.24,2011-03-11 15:15:10
183,10983,57.48,55.22,2.26,2011-03-11 15:15:15
184,10984,57.42,55.14,2.28,2011-03-11 15:15:20
185,10985,57.36,55.07,2.29,2011-03-11 15:15:25
186,10986,57.29,55.0,2.29,2011-03-11 15:15:30
187,10987,57.24,54.92,2.32,2011-03-11 15:15:35
188,10988,57.18,54.85,2.33,2011-03-11 15:15:40
189,10989,57.13,54.77,2.36,2011-03-11 15:15:45
190,10990,57.07,54.7,2.37,2011-03-11 15:15:50
191,10991,57.02,54.62,2.4,2011-03-11 15:15:55
192,10992,56.97,54.55,2.42,2011-03-11 15:16:00
193,10993,56.9,54.47,2.43,2011-03-11 15:16:05
194,10994,56.82,54.4,2.42,2011-03-11 15:16:10
195,10995,56.75,54.32,2.43,2011-03-11 15:16:15
