observed,astoro,observed_5s,observed_10s,observed_15s,observed_20s,observed_25s,observed_30s,observed_35s,observed_40s,observed_45s,observed_50s,observed_55s,observed_60s,observed+318T,observed+317T,observed+315T,observed+319T,observed+802G,observed+804G,observed+803G,observed+806G
4640.77,4706.59,4640.26,4639.76,4639.44,4639.68,4640.11,4641.43,4643.36,4646.04,4649.59,4653.79,4658.85,4664.22,54.87,5.56,39.67,55.99,154.51,4584.33,4669.63,4462.44
4641.2,4706.62,4640.77,4640.26,4639.76,4639.44,4639.68,4640.11,4641.43,4643.36,4646.04,4649.59,4653.79,4658.85,54.8,5.42,39.55,55.95,152.55,4583.38,4671.27,4462.04
4641.57,4706.64,4641.2,4640.77,4640.26,4639.76,4639.44,4639.68,4640.11,4641.43,4643.36,4646.04,4649.59,4653.79,54.73,5.29,39.41,55.91,150.44,4581.43,4672.86,4461.42
4641.47,4706.66,4641.57,4641.2,4640.77,4640.26,4639.76,4639.44,4639.68,4640.11,4641.43,4643.36,4646.04,4649.59,54.67,5.16,39.27,55.87,148.51,4578.14,4674.42,4461.18
4641.06,4706.68,4641.47,4641.57,4641.2,4640.77,4640.26,4639.76,4639.44,4639.68,4640.11,4641.43,4643.36,4646.04,54.6,5.03,39.13,55.83,146.24,4573.68,4675.85,4460.8
4640.37,4706.71,4641.06,4641.47,4641.57,4641.2,4640.77,4640.26,4639.76,4639.44,4639.68,4640.11,4641.43,4643.36,54.55,4.9,39.0,55.77,144.07,4568.37,4677.13,4460.75
4638.84,4706.73,4640.37,4641.06,4641.47,4641.57,4641.2,4640.77,4640.26,4639.76,4639.44,4639.68,4640.11,4641.43,54.49,4.78,38.87,55.69,141.55,4562.03,4678.09,4460.65
4637.22,4706.75,4638.84,4640.37,4641.06,4641.47,4641.57,4641.2,4640.77,4640.26,4639.76,4639.44,4639.68,4640.11,54.43,4.67,38.74,55.6,138.94,4555.09,4678.56,4460.7
4634.82,4706.77,4637.22,4638.84,4640.37,4641.06,4641.47,4641.57,4641.2,4640.77,4640.26,4639.76,4639.44,4639.68,54.36,4.55,38.63,55.48,136.04,4547.99,4678.86,4460.64
4632.04,4706.8,4634.82,4637.22,4638.84,4640.37,4641.06,4641.47,4641.57,4641.2,4640.77,4640.26,4639.76,4639.44,54.29,4.45,38.55,55.36,133.02,4540.58,4678.57,4460.78
4629.08,4706.82,4632.04,4634.82,4637.22,4638.84,4640.37,4641.06,4641.47,4641.57,4641.2,4640.77,4640.26,4639.76,54.21,4.35,38.48,55.22,129.66,4533.55,4678.12,4460.84
4625.28,4706.84,4629.08,4632.04,4634.82,4637.22,4638.84,4640.37,4641.06,4641.47,4641.57,4641.2,4640.77,4640.26,54.11,4.25,38.44,55.07,126.14,4526.91,4677.46,4460.97
4621.56,4706.86,4625.28,4629.08,4632.04,4634.82,4637.22,4638.84,4640.37,4641.06,4641.47,4641.57,4641.2,4640.77,54.0,4.16,38.42,54.95,122.38,4521.16,4676.66,4460.97
4617.18,4706.88,4621.56,4625.28,4629.08,4632.04,4634.82,4637.22,4638.84,4640.37,4641.06,4641.47,4641.57,4641.2,53.86,4.07,38.42,54.84,118.65,4516.1,4675.86,4461.16
4612.7,4706.91,4617.18,4621.56,4625.28,4629.08,4632.04,4634.82,4637.22,4638.84,4640.37,4641.06,4641.47,4641.57,53.72,3.98,38.45,54.75,114.87,4512.17,4675.3,4461.18
4608.23,4706.93,4612.7,4617.18,4621.56,4625.28,4629.08,4632.04,4634.82,4637.22,4638.84,4640.37,4641.06,4641.47,53.56,3.89,38.48,54.69,110.96,4509.2,4675.03,4461.38
4603.14,4706.95,4608.23,4612.7,4617.18,4621.56,4625.28,4629.08,4632.04,4634.82,4637.22,4638.84,4640.37,4641.06,53.38,3.81,38.53,54.65,107.22,4507.5,4675.34,4461.44
4598.43,4706.97,4603.14,4608.23,4612.7,4617.18,4621.56,4625.28,4629.08,4632.04,4634.82,4637.22,4638.84,4640.37,53.2,3.73,38.58,54.64,103.4,4506.74,4676.17,4461.58
4593.31,4707.0,4598.43,4603.14,4608.23,4612.7,4617.18,4621.56,4625.28,4629.08,4632.04,4634.82,4637.22,4638.84,53.01,3.65,38.64,54.65,99.89,4506.77,4677.83,4461.63
4588.32,4707.02,4593.31,4598.43,4603.14,4608.23,4612.7,4617.18,4621.56,4625.28,4629.08,4632.04,4634.82,4637.22,52.82,3.56,38.69,54.67,96.48,4507.57,4680.15,4461.89
4583.52,4707.04,4588.32,4593.31,4598.43,4603.14,4608.23,4612.7,4617.18,4621.56,4625.28,4629.08,4632.04,4634.82,52.65,3.48,38.75,54.68,93.48,4508.96,4683.24,4462.06
4578.52,4707.06,4583.52,4588.32,4593.31,4598.43,4603.14,4608.23,4612.7,4617.18,4621.56,4625.28,4629.08,4632.04,52.48,3.39,38.79,54.7,90.59,4510.58,4687.0,4462.61
4574.05,4707.09,4578.52,4583.52,4588.32,4593.31,4598.43,4603.14,4608.23,4612.7,4617.18,4621.56,4625.28,4629.08,52.33,3.3,38.81,54.7,87.89,4512.51,4691.37,4462.91
4569.53,4707.11,4574.05,4578.52,4583.52,4588.32,4593.31,4598.43,4603.14,4608.23,4612.7,4617.18,4621.56,4625.28,52.19,3.21,38.8,54.69,85.47,4514.73,4696.04,4463.54
4565.29,4707.13,4569.53,4574.05,4578.52,4583.52,4588.32,4593.31,4598.43,4603.14,4608.23,4612.7,4617.18,4621.56,52.07,3.11,38.78,54.66,83.21,4516.73,4701.09,4464.15
4561.3,4707.15,4565.29,4569.53,4574.05,4578.52,4583.52,4588.32,4593.31,4598.43,4603.14,4608.23,4612.7,4617.18,51.97,3.02,38.74,54.61,81.04,4519.04,4706.11,4464.97
4557.42,4707.18,4561.3,4565.29,4569.53,4574.05,4578.52,4583.52,4588.32,4593.31,4598.43,4603.14,4608.23,4612.7,51.89,2.92,38.69,54.56,79.11,4521.14,4711.12,4465.81
4553.68,4707.2,4557.42,4561.3,4565.29,4569.53,4574.05,4578.52,4583.52,4588.32,4593.31,4598.43,4603.14,4608.23,51.84,2.82,38.61,54.5,77.22,4523.35,4715.61,4466.64
4550.25,4707.22,4553.68,4557.42,4561.3,4565.29,4569.53,4574.05,4578.52,4583.52,4588.32,4593.31,4598.43,4603.14,51.81,2.72,38.52,54.44,75.51,4525.49,4719.76,4467.6
4546.62,4707.24,4550.25,4553.68,4557.42,4561.3,4565.29,4569.53,4574.05,4578.52,4583.52,4588.32,4593.31,4598.43,51.81,2.62,38.43,54.37,74.05,4527.54,4723.04,4468.47
4543.18,4707.27,4546.62,4550.25,4553.68,4557.42,4561.3,4565.29,4569.53,4574.05,4578.52,4583.52,4588.32,4593.31,51.82,2.52,38.32,54.33,72.66,4529.65,4725.69,4469.43
4539.63,4707.29,4543.18,4546.62,4550.25,4553.68,4557.42,4561.3,4565.29,4569.53,4574.05,4578.52,4583.52,4588.32,51.86,2.43,38.21,54.28,71.39,4531.84,4727.57,4470.22
4535.86,4707.31,4539.63,4543.18,4546.62,4550.25,4553.68,4557.42,4561.3,4565.29,4569.53,4574.05,4578.52,4583.52,51.91,2.33,38.11,54.25,70.33,4533.81,4728.24,4471.05
4532.16,4707.33,4535.86,4539.63,4543.18,4546.62,4550.25,4553.68,4557.42,4561.3,4565.29,4569.53,4574.05,4578.52,51.98,2.25,38.0,54.22,69.36,4535.93,4728.62,4471.84
4527.99,4707.36,4532.16,4535.86,4539.63,4543.18,4546.62,4550.25,4553.68,4557.42,4561.3,4565.29,4569.53,4574.05,52.05,2.16,37.9,54.2,68.92,4537.83,4727.8,4472.36
4524.03,4707.38,4527.99,4532.16,4535.86,4539.63,4543.18,4546.62,4550.25,4553.68,4557.42,4561.3,4565.29,4569.53,52.13,2.07,37.81,54.17,68.63,4539.75,4726.55,4473.07
4519.64,4707.4,4524.03,4527.99,4532.16,4535.86,4539.63,4543.18,4546.62,4550.25,4553.68,4557.42,4561.3,4565.29,52.2,1.99,37.72,54.14,68.84,4541.5,4724.63,4473.51
4515.33,4707.42,4519.64,4524.03,4527.99,4532.16,4535.86,4539.63,4543.18,4546.62,4550.25,4553.68,4557.42,4561.3,52.26,1.92,37.63,54.1,69.17,4543.35,4722.2,4473.96
4511.16,4707.44,4515.33,4519.64,4524.03,4527.99,4532.16,4535.86,4539.63,4543.18,4546.62,4550.25,4553.68,4557.42,52.3,1.84,37.55,54.03,70.0,4545.07,4719.62,4474.49
4506.79,4707.47,4511.16,4515.33,4519.64,4524.03,4527.99,4532.16,4535.86,4539.63,4543.18,4546.62,4550.25,4553.68,52.32,1.77,37.48,53.95,71.21,4546.61,4716.65,4474.86
4503.05,4707.49,4506.79,4511.16,4515.33,4519.64,4524.03,4527.99,4532.16,4535.86,4539.63,4543.18,4546.62,4550.25,52.31,1.7,37.42,53.86,72.62,4548.14,4713.72,4475.27
4499.35,4707.51,4503.05,4506.79,4511.16,4515.33,4519.64,4524.03,4527.99,4532.16,4535.86,4539.63,4543.18,4546.62,52.29,1.62,37.36,53.76,74.41,4549.48,4710.89,4475.64
4496.18,4707.53,4499.35,4503.05,4506.79,4511.16,4515.33,4519.64,4524.03,4527.99,4532.16,4535.86,4539.63,4543.18,52.24,1.55,37.29,53.65,76.33,4550.89,4707.94,4476.21
4493.56,4707.56,4496.18,4499.35,4503.05,4506.79,4511.16,4515.33,4519.64,4524.03,4527.99,4532.16,4535.86,4539.63,52.16,1.47,37.24,53.52,78.54,4552.04,4705.32,4476.56
4491.23,4707.58,4493.56,4496.18,4499.35,4503.05,4506.79,4511.16,4515.33,4519.64,4524.03,4527.99,4532.16,4535.86,52.07,1.39,37.19,53.4,80.66,4553.01,4702.78,4477.05
4489.76,4707.6,4491.23,4493.56,4496.18,4499.35,4503.05,4506.79,4511.16,4515.33,4519.64,4524.03,4527.99,4532.16,51.97,1.31,37.14,53.28,82.92,4553.81,4700.69,4477.35
4488.65,4707.62,4489.76,4491.23,4493.56,4496.18,4499.35,4503.05,4506.79,4511.16,4515.33,4519.64,4524.03,4527.99,51.85,1.23,37.09,53.15,84.99,4554.42,4698.76,4477.67
4488.03,4707.65,4488.65,4489.76,4491.23,4493.56,4496.18,4499.35,4503.05,4506.79,4511.16,4515.33,4519.64,4524.03,51.73,1.16,37.04,53.03,86.93,4554.49,4697.4,4477.83
4488.2,4707.67,4488.03,4488.65,4489.76,4491.23,4493.56,4496.18,4499.35,4503.05,4506.79,4511.16,4515.33,4519.64,51.6,1.08,36.99,52.91,88.78,4554.47,4696.29,4477.81
4488.42,4707.69,4488.2,4488.03,4488.65,4489.76,4491.23,4493.56,4496.18,4499.35,4503.05,4506.79,4511.16,4515.33,51.46,1.0,36.95,52.79,90.21,4553.86,4695.86,4477.66
4489.17,4707.71,4488.42,4488.2,4488.03,4488.65,4489.76,4491.23,4493.56,4496.18,4499.35,4503.05,4506.79,4511.16,51.32,0.93,36.91,52.68,91.5,4552.97,4695.83,4477.32
4490.29,4707.74,4489.17,4488.42,4488.2,4488.03,4488.65,4489.76,4491.23,4493.56,4496.18,4499.35,4503.05,4506.79,51.16,0.87,36.88,52.57,92.45,4551.6,4696.44,4476.84
4491.6,4707.76,4490.29,4489.17,4488.42,4488.2,4488.03,4488.65,4489.76,4491.23,4493.56,4496.18,4499.35,4503.05,51.0,0.8,36.85,52.46,93.04,4549.97,4697.54,4476.06
4493.21,4707.78,4491.6,4490.29,4489.17,4488.42,4488.2,4488.03,4488.65,4489.76,4491.23,4493.56,4496.18,4499.35,50.82,0.74,36.82,52.35,93.19,4548.16,4699.33,4475.24
4495.07,4707.8,4493.21,4491.6,4490.29,4489.17,4488.42,4488.2,4488.03,4488.65,4489.76,4491.23,4493.56,4496.18,50.64,0.67,36.79,52.24,93.06,4546.01,4701.73,4474.3
4497.05,4707.83,4495.07,4493.21,4491.6,4490.29,4489.17,4488.42,4488.2,4488.03,4488.65,4489.76,4491.23,4493.56,50.45,0.61,36.77,52.13,92.54,4543.84,4704.64,4473.15
4499.55,4707.85,4497.05,4495.07,4493.21,4491.6,4490.29,4489.17,4488.42,4488.2,4488.03,4488.65,4489.76,4491.23,50.26,0.54,36.74,52.02,91.67,4541.74,4708.25,4471.95
4502.01,4707.87,4499.55,4497.05,4495.07,4493.21,4491.6,4490.29,4489.17,4488.42,4488.2,4488.03,4488.65,4489.76,50.07,0.46,36.71,51.91,90.3,4539.59,4711.91,4470.64
4505.08,4707.89,4502.01,4499.55,4497.05,4495.07,4493.21,4491.6,4490.29,4489.17,4488.42,4488.2,4488.03,4488.65,49.89,0.38,36.66,51.8,88.52,4537.89,4716.25,4469.64
4508.28,4707.92,4505.08,4502.01,4499.55,4497.05,4495.07,4493.21,4491.6,4490.29,4489.17,4488.42,4488.2,4488.03,49.73,0.29,36.59,51.69,86.26,4536.13,4720.52,4468.48
4512.02,4707.94,4508.28,4505.08,4502.01,4499.55,4497.05,4495.07,4493.21,4491.6,4490.29,4489.17,4488.42,4488.2,49.58,0.2,36.5,51.57,83.62,4534.74,4725.11,4467.4
4515.98,4707.96,4512.02,4508.28,4505.08,4502.01,4499.55,4497.05,4495.07,4493.21,4491.6,4490.29,4489.17,4488.42,49.46,0.1,36.39,51.45,80.48,4533.39,4729.5,4466.38
4520.33,4707.98,4515.98,4512.02,4508.28,4505.08,4502.01,4499.55,4497.05,4495.07,4493.21,4491.6,4490.29,4489.17,49.37,-0.01,36.26,51.32,76.93,4532.15,4733.76,4465.5
4525.08,4708.01,4520.33,4515.98,4512.02,4508.28,4505.08,4502.01,4499.55,4497.05,4495.07,4493.21,4491.6,4490.29,49.3,-0.13,36.11,51.19,72.85,4531.15,4737.76,4465.07
4529.83,4708.03,4525.08,4520.33,4515.98,4512.02,4508.28,4505.08,4502.01,4499.55,4497.05,4495.07,4493.21,4491.6,49.27,-0.26,35.93,51.05,68.24,4529.92,4741.35,4464.56
4534.92,4708.05,4529.83,4525.08,4520.33,4515.98,4512.02,4508.28,4505.08,4502.01,4499.55,4497.05,4495.07,4493.21,49.26,-0.4,35.74,50.9,63.33,4528.74,4744.5,4464.34
4539.96,4708.07,4534.92,4529.83,4525.08,4520.33,4515.98,4512.02,4508.28,4505.08,4502.01,4499.55,4497.05,4495.07,49.27,-0.56,35.54,50.75,57.88,4527.31,4747.18,4464.34
4545.04,4708.1,4539.96,4534.92,4529.83,4525.08,4520.33,4515.98,4512.02,4508.28,4505.08,4502.01,4499.55,4497.05,49.3,-0.73,35.35,50.6,52.28,4525.6,4749.38,4464.37
4549.88,4708.12,4545.04,4539.96,4534.92,4529.83,4525.08,4520.33,4515.98,4512.02,4508.28,4505.08,4502.01,4499.55,49.34,-0.91,35.16,50.45,46.33,4523.63,4751.02,4464.79
4554.53,4708.14,4549.88,4545.04,4539.96,4534.92,4529.83,4525.08,4520.33,4515.98,4512.02,4508.28,4505.08,4502.01,49.4,-1.1,34.98,50.31,40.18,4521.47,4752.21,4465.35
4558.89,4708.16,4554.53,4549.88,4545.04,4539.96,4534.92,4529.83,4525.08,4520.33,4515.98,4512.02,4508.28,4505.08,49.47,-1.3,34.83,50.17,34.08,4518.91,4753.08,4465.93
4562.93,4708.19,4558.89,4554.53,4549.88,4545.04,4539.96,4534.92,4529.83,4525.08,4520.33,4515.98,4512.02,4508.28,49.53,-1.5,34.71,50.04,27.92,4516.5,4753.49,4466.67
4566.62,4708.21,4562.93,4558.89,4554.53,4549.88,4545.04,4539.96,4534.92,4529.83,4525.08,4520.33,4515.98,4512.02,49.61,-1.7,34.62,49.92,21.84,4513.75,4753.76,4467.41
4569.99,4708.23,4566.62,4562.93,4558.89,4554.53,4549.88,4545.04,4539.96,4534.92,4529.83,4525.08,4520.33,4515.98,49.69,-1.89,34.56,49.81,16.05,4511.37,4753.83,4467.96
4572.87,4708.25,4569.99,4566.62,4562.93,4558.89,4554.53,4549.88,4545.04,4539.96,4534.92,4529.83,4525.08,4520.33,49.77,-2.08,34.53,49.72,10.47,4508.79,4753.69,4468.48
4575.44,4708.28,4572.87,4569.99,4566.62,4562.93,4558.89,4554.53,4549.88,4545.04,4539.96,4534.92,4529.83,4525.08,49.86,-2.25,34.52,49.63,5.28,4506.68,4753.89,4468.64
4577.77,4708.3,4575.44,4572.87,4569.99,4566.62,4562.93,4558.89,4554.53,4549.88,4545.04,4539.96,4534.92,4529.83,49.95,-2.42,34.53,49.54,0.61,4504.6,4753.92,4468.85
4579.89,4708.32,4577.77,4575.44,4572.87,4569.99,4566.62,4562.93,4558.89,4554.53,4549.88,4545.04,4539.96,4534.92,50.04,-2.58,34.55,49.46,-3.66,4503.0,4754.3,4468.5
4581.83,4708.34,4579.89,4577.77,4575.44,4572.87,4569.99,4566.62,4562.93,4558.89,4554.53,4549.88,4545.04,4539.96,50.12,-2.72,34.59,49.38,-7.47,4501.75,4754.7,4468.03
4583.73,4708.37,4581.83,4579.89,4577.77,4575.44,4572.87,4569.99,4566.62,4562.93,4558.89,4554.53,4549.88,4545.04,50.2,-2.85,34.63,49.3,-10.64,4500.88,4755.4,4467.31
4585.79,4708.39,4583.73,4581.83,4579.89,4577.77,4575.44,4572.87,4569.99,4566.62,4562.93,4558.89,4554.53,4549.88,50.26,-2.97,34.68,49.22,-13.55,4500.31,4756.25,4466.21
4587.82,4708.41,4585.79,4583.73,4581.83,4579.89,4577.77,4575.44,4572.87,4569.99,4566.62,4562.93,4558.89,4554.53,50.3,-3.08,34.71,49.14,-15.64,4500.17,4757.25,4465.15
4590.1,4708.43,4587.82,4585.79,4583.73,4581.83,4579.89,4577.77,4575.44,4572.87,4569.99,4566.62,4562.93,4558.89,50.32,-3.19,34.73,49.06,-17.49,4499.92,4758.48,4463.68
4592.66,4708.46,4590.1,4587.82,4585.79,4583.73,4581.83,4579.89,4577.77,4575.44,4572.87,4569.99,4566.62,4562.93,50.31,-3.29,34.75,48.99,-18.76,4500.19,4759.66,4462.54
4595.48,4708.48,4592.66,4590.1,4587.82,4585.79,4583.73,4581.83,4579.89,4577.77,4575.44,4572.87,4569.99,4566.62,50.27,-3.38,34.76,48.92,-19.62,4500.37,4760.72,4461.32
4598.84,4708.5,4595.48,4592.66,4590.1,4587.82,4585.79,4583.73,4581.83,4579.89,4577.77,4575.44,4572.87,4569.99,50.19,-3.46,34.76,48.85,-20.13,4500.78,4761.93,4460.17
4602.44,4708.52,4598.84,4595.48,4592.66,4590.1,4587.82,4585.79,4583.73,4581.83,4579.89,4577.77,4575.44,4572.87,50.08,-3.53,34.76,48.79,-20.21,4501.4,4762.76,4459.42
4606.41,4708.55,4602.44,4598.84,4595.48,4592.66,4590.1,4587.82,4585.79,4583.73,4581.83,4579.89,4577.77,4575.44,49.94,-3.61,34.75,48.74,-20.01,4501.91,4763.61,4458.55
4611.03,4708.57,4606.41,4602.44,4598.84,4595.48,4592.66,4590.1,4587.82,4585.79,4583.73,4581.83,4579.89,4577.77,49.77,-3.68,34.73,48.69,-19.48,4502.77,4764.3,4458.41
4615.63,4708.59,4611.03,4606.41,4602.44,4598.84,4595.48,4592.66,4590.1,4587.82,4585.79,4583.73,4581.83,4579.89,49.57,-3.74,34.7,48.65,-18.69,4503.69,4764.69,4458.25
4620.93,4708.61,4615.63,4611.03,4606.41,4602.44,4598.84,4595.48,4592.66,4590.1,4587.82,4585.79,4583.73,4581.83,49.34,-3.81,34.67,48.62,-17.71,4504.8,4765.18,4458.57
4626.2,4708.64,4620.93,4615.63,4611.03,4606.41,4602.44,4598.84,4595.48,4592.66,4590.1,4587.82,4585.79,4583.73,49.08,-3.87,34.64,48.58,-16.47,4506.15,4765.41,4459.28
4631.88,4708.66,4626.2,4620.93,4615.63,4611.03,4606.41,4602.44,4598.84,4595.48,4592.66,4590.1,4587.82,4585.79,48.81,-3.95,34.59,48.55,-15.28,4507.57,4765.85,4459.98
4637.7,4708.68,4631.88,4626.2,4620.93,4615.63,4611.03,4606.41,4602.44,4598.84,4595.48,4592.66,4590.1,4587.82,48.52,-4.03,34.54,48.51,-13.73,4509.36,4766.41,4460.99
4643.42,4708.7,4637.7,4631.88,4626.2,4620.93,4615.63,4611.03,4606.41,4602.44,4598.84,4595.48,4592.66,4590.1,48.22,-4.12,34.49,48.46,-12.39,4511.14,4767.03,4462.06
4649.42,4708.73,4643.42,4637.7,4631.88,4626.2,4620.93,4615.63,4611.03,4606.41,4602.44,4598.84,4595.48,4592.66,47.91,-4.22,34.43,48.41,-11.09,4513.03,4767.99,4463.24
4655.21,4708.75,4649.42,4643.42,4637.7,4631.88,4626.2,4620.93,4615.63,4611.03,4606.41,4602.44,4598.84,4595.48,47.6,-4.32,34.36,48.35,-9.79,4514.81,4769.33,4464.47
4660.99,4708.77,4655.21,4649.42,4643.42,4637.7,4631.88,4626.2,4620.93,4615.63,4611.03,4606.41,4602.44,4598.84,47.31,-4.43,34.29,48.28,-8.82,4516.47,4770.79,4465.65
4666.74,4708.79,4660.99,4655.21,4649.42,4643.42,4637.7,4631.88,4626.2,4620.93,4615.63,4611.03,4606.41,4602.44,47.03,-4.55,34.22,48.21,-7.81,4517.96,4772.87,4466.66
4672.24,4708.82,4666.74,4660.99,4655.21,4649.42,4643.42,4637.7,4631.88,4626.2,4620.93,4615.63,4611.03,4606.41,46.77,-4.67,34.14,48.14,-7.08,4519.07,4774.91,4467.54
4677.68,4708.84,4672.24,4666.74,4660.99,4655.21,4649.42,4643.42,4637.7,4631.88,4626.2,4620.93,4615.63,4611.03,46.54,-4.78,34.06,48.06,-6.65,4519.95,4777.41,4468.03
4682.97,4708.86,4677.68,4672.24,4666.74,4660.99,4655.21,4649.42,4643.42,4637.7,4631.88,4626.2,4620.93,4615.63,46.34,-4.88,33.98,47.98,-6.31,4520.19,4779.92,4468.55
4688.08,4708.88,4682.97,4677.68,4672.24,4666.74,4660.99,4655.21,4649.42,4643.42,4637.7,4631.88,4626.2,4620.93,46.2,-4.99,33.91,47.9,-6.08,4520.06,4782.7,4468.62
4693.07,4708.91,4688.08,4682.97,4677.68,4672.24,4666.74,4660.99,4655.21,4649.42,4643.42,4637.7,4631.88,4626.2,46.08,-5.08,33.83,47.82,-5.98,4519.36,4785.2,4468.58
4697.9,4708.93,4693.07,4688.08,4682.97,4677.68,4672.24,4666.74,4660.99,4655.21,4649.42,4643.42,4637.7,4631.88,46.02,-5.18,33.76,47.74,-5.95,4518.17,4787.74,4468.07
4702.66,4708.95,4697.9,4693.07,4688.08,4682.97,4677.68,4672.24,4666.74,4660.99,4655.21,4649.42,4643.42,4637.7,46.0,-5.26,33.69,47.66,-5.96,4516.45,4789.99,4467.35
4707.39,4708.97,4702.66,4697.9,4693.07,4688.08,4682.97,4677.68,4672.24,4666.74,4660.99,4655.21,4649.42,4643.42,46.01,-5.34,33.62,47.57,-5.92,4514.4,4791.96,4466.43
4711.91,4709.0,4707.39,4702.66,4697.9,4693.07,4688.08,4682.97,4677.68,4672.24,4666.74,4660.99,4655.21,4649.42,46.06,-5.41,33.55,47.47,-5.93,4511.89,4793.66,4465.18
4716.49,4709.02,4711.91,4707.39,4702.66,4697.9,4693.07,4688.08,4682.97,4677.68,4672.24,4666.74,4660.99,4655.21,46.13,-5.48,33.49,47.36,-5.8,4509.22,4794.99,4463.84
4721.01,4709.04,4716.49,4711.91,4707.39,4702.66,4697.9,4693.07,4688.08,4682.97,4677.68,4672.24,4666.74,4660.99,46.22,-5.55,33.43,47.24,-5.81,4506.16,4795.96,4462.31
4725.53,4709.06,4721.01,4716.49,4711.91,4707.39,4702.66,4697.9,4693.07,4688.08,4682.97,4677.68,4672.24,4666.74,46.33,-5.63,33.38,47.1,-5.84,4503.11,4796.69,4460.57
4730.2,4709.09,4725.53,4721.01,4716.49,4711.91,4707.39,4702.66,4697.9,4693.07,4688.08,4682.97,4677.68,4672.24,46.44,-5.71,33.33,46.95,-5.86,4499.93,4797.09,4459.04
4734.72,4709.11,4730.2,4725.53,4721.01,4716.49,4711.91,4707.39,4702.66,4697.9,4693.07,4688.08,4682.97,4677.68,46.54,-5.79,33.28,46.77,-6.18,4496.68,4797.23,4457.16
4739.44,4709.13,4734.72,4730.2,4725.53,4721.01,4716.49,4711.91,4707.39,4702.66,4697.9,4693.07,4688.08,4682.97,46.63,-5.87,33.23,46.6,-6.53,4493.45,4797.22,4455.56
4744.16,4709.15,4739.44,4734.72,4730.2,4725.53,4721.01,4716.49,4711.91,4707.39,4702.66,4697.9,4693.07,4688.08,46.71,-5.96,33.18,46.42,-7.22,4490.18,4797.18,4453.96
4748.92,4709.18,4744.16,4739.44,4734.72,4730.2,4725.53,4721.01,4716.49,4711.91,4707.39,4702.66,4697.9,4693.07,46.78,-6.05,33.13,46.24,-8.31,4487.33,4797.02,4452.46
4753.76,4709.2,4748.92,4744.16,4739.44,4734.72,4730.2,4725.53,4721.01,4716.49,4711.91,4707.39,4702.66,4697.9,46.82,-6.15,33.08,46.06,-9.52,4484.44,4796.88,4451.18
4758.56,4709.22,4753.76,4748.92,4744.16,4739.44,4734.72,4730.2,4725.53,4721.01,4716.49,4711.91,4707.39,4702.66,46.86,-6.24,33.02,45.9,-11.42,4481.82,4796.66,4450.23
4763.35,4709.25,4758.56,4753.76,4748.92,4744.16,4739.44,4734.72,4730.2,4725.53,4721.01,4716.49,4711.91,4707.39,46.87,-6.35,32.95,45.75,-13.56,4479.46,4796.59,4449.0
4768.08,4709.27,4763.35,4758.56,4753.76,4748.92,4744.16,4739.44,4734.72,4730.2,4725.53,4721.01,4716.49,4711.91,46.86,-6.45,32.87,45.62,-16.19,4477.33,4796.55,4448.58
4772.53,4709.29,4768.08,4763.35,4758.56,4753.76,4748.92,4744.16,4739.44,4734.72,4730.2,4725.53,4721.01,4716.49,46.83,-6.56,32.78,45.52,-19.31,4475.6,4796.49,4447.95
4776.85,4709.31,4772.53,4768.08,4763.35,4758.56,4753.76,4748.92,4744.16,4739.44,4734.72,4730.2,4725.53,4721.01,46.79,-6.67,32.69,45.43,-22.58,4474.12,4796.52,4447.57
4780.85,4709.34,4776.85,4772.53,4768.08,4763.35,4758.56,4753.76,4748.92,4744.16,4739.44,4734.72,4730.2,4725.53,46.74,-6.79,32.58,45.35,-26.38,4473.11,4796.61,4447.47
4784.6,4709.36,4780.85,4776.85,4772.53,4768.08,4763.35,4758.56,4753.76,4748.92,4744.16,4739.44,4734.72,4730.2,46.66,-6.9,32.46,45.29,-30.26,4472.32,4796.66,4447.43
4787.95,4709.38,4784.6,4780.85,4776.85,4772.53,4768.08,4763.35,4758.56,4753.76,4748.92,4744.16,4739.44,4734.72,46.56,-7.02,32.34,45.24,-34.24,4471.85,4796.79,4447.83
4791.07,4709.4,4787.95,4784.6,4780.85,4776.85,4772.53,4768.08,4763.35,4758.56,4753.76,4748.92,4744.16,4739.44,46.45,-7.14,32.21,45.19,-38.38,4471.72,4797.0,4447.95
4793.81,4709.43,4791.07,4787.95,4784.6,4780.85,4776.85,4772.53,4768.08,4763.35,4758.56,4753.76,4748.92,4744.16,46.31,-7.27,32.07,45.16,-42.23,4471.84,4796.88,4448.5
4796.43,4709.45,4793.81,4791.07,4787.95,4784.6,4780.85,4776.85,4772.53,4768.08,4763.35,4758.56,4753.76,4748.92,46.16,-7.4,31.94,45.12,-45.89,4472.26,4797.16,4449.11
4798.63,4709.47,4796.43,4793.81,4791.07,4787.95,4784.6,4780.85,4776.85,4772.53,4768.08,4763.35,4758.56,4753.76,45.99,-7.52,31.82,45.08,-49.14,4472.76,4797.08,4449.7
4800.84,4709.49,4798.63,4796.43,4793.81,4791.07,4787.95,4784.6,4780.85,4776.85,4772.53,4768.08,4763.35,4758.56,45.8,-7.64,31.69,45.04,-51.82,4473.49,4797.26,4450.38
