20110310,000000,-16.45,-19.29,2.84
20110310,000005,-16.44,-19.29,2.85
20110310,000010,-16.43,-19.28,2.85
20110310,000015,-16.43,-19.27,2.84
20110310,000020,-16.44,-19.27,2.83
20110310,000025,-16.46,-19.26,2.8
20110310,000030,-16.48,-19.25,2.77
20110310,000035,-16.5,-19.25,2.75
20110310,000040,-16.52,-19.24,2.72
20110310,000045,-16.53,-19.23,2.7
20110310,000050,-16.53,-19.23,2.7
20110310,000055,-16.51,-19.22,2.71
20110310,000100,-16.5,-19.21,2.71
20110310,000105,-16.46,-19.21,2.75
20110310,000110,-16.42,-19.2,2.78
20110310,000115,-16.35,-19.19,2.84
20110310,000120,-16.28,-19.19,2.91
20110310,000125,-16.19,-19.18,2.99
20110310,000130,-16.1,-19.17,3.07
20110310,000135,-16.0,-19.17,3.17
20110310,000140,-15.92,-19.16,3.24
20110310,000145,-15.84,-19.15,3.31
20110310,000150,-15.76,-19.15,3.39
20110310,000155,-15.69,-19.14,3.45
20110310,000200,-15.62,-19.13,3.51
20110310,000205,-15.57,-19.13,3.56
20110310,000210,-15.53,-19.12,3.59
20110310,000215,-15.48,-19.11,3.63
20110310,000220,-15.44,-19.1,3.66
20110310,000225,-15.4,-19.1,3.7
20110310,000230,-15.35,-19.09,3.74
20110310,000235,-15.27,-19.08,3.81
20110310,000240,-15.19,-19.08,3.89
20110310,000245,-15.11,-19.07,3.96
20110310,000250,-15.02,-19.06,4.04
20110310,000255,-14.92,-19.06,4.14
20110310,000300,-14.8,-19.05,4.25
20110310,000305,-14.69,-19.04,4.35
20110310,000310,-14.58,-19.03,4.45
20110310,000315,-14.47,-19.03,4.56
20110310,000320,-14.37,-19.02,4.65
20110310,000325,-14.27,-19.01,4.74
20110310,000330,-14.19,-19.01,4.82
20110310,000335,-14.11,-19.0,4.89
20110310,000340,-14.03,-18.99,4.96
20110310,000345,-13.96,-18.98,5.02
20110310,000350,-13.9,-18.98,5.08
20110310,000355,-13.85,-18.97,5.12
20110310,000400,-13.82,-18.96,5.14
20110310,000405,-13.78,-18.96,5.18
20110310,000410,-13.74,-18.95,5.21
20110310,000415,-13.71,-18.94,5.23
20110310,000420,-13.7,-18.93,5.23
20110310,000425,-13.7,-18.93,5.23
20110310,000430,-13.7,-18.92,5.22
20110310,000435,-13.7,-18.91,5.21
20110310,000440,-13.7,-18.9,5.2
20110310,000445,-13.71,-18.9,5.19
20110310,000450,-13.72,-18.89,5.17
20110310,000455,-13.72,-18.88,5.16
20110310,000500,-13.72,-18.87,5.15
20110310,000505,-13.72,-18.87,5.15
20110310,000510,-13.73,-18.86,5.13
20110310,000515,-13.73,-18.85,5.12
20110310,000520,-13.73,-18.84,5.11
20110310,000525,-13.74,-18.84,5.1
20110310,000530,-13.75,-18.83,5.08
20110310,000535,-13.78,-18.82,5.04
20110310,000540,-13.81,-18.81,5.0
20110310,000545,-13.87,-18.81,4.94
20110310,000550,-13.94,-18.8,4.86
20110310,000555,-14.02,-18.79,4.77
20110310,000600,-14.11,-18.78,4.67
20110310,000605,-14.21,-18.78,4.57
20110310,000610,-14.32,-18.77,4.45
20110310,000615,-14.44,-18.76,4.32
20110310,000620,-14.56,-18.75,4.19
20110310,000625,-14.67,-18.75,4.08
20110310,000630,-14.77,-18.74,3.97
20110310,000635,-14.87,-18.73,3.86
20110310,000640,-14.96,-18.72,3.76
20110310,000645,-15.04,-18.71,3.67
20110310,000650,-15.11,-18.71,3.6
20110310,000655,-15.18,-18.7,3.52
20110310,000700,-15.25,-18.69,3.44
20110310,000705,-15.31,-18.68,3.37
20110310,000710,-15.36,-18.68,3.32
20110310,000715,-15.42,-18.67,3.25
20110310,000720,-15.47,-18.66,3.19
20110310,000725,-15.53,-18.65,3.12
20110310,000730,-15.58,-18.64,3.06
20110310,000735,-15.62,-18.64,3.02
20110310,000740,-15.66,-18.63,2.97
20110310,000745,-15.7,-18.62,2.92
20110310,000750,-15.73,-18.61,2.88
20110310,000755,-15.77,-18.6,2.83
20110310,000800,-15.8,-18.6,2.8
20110310,000805,-15.84,-18.59,2.75
20110310,000810,-15.89,-18.58,2.69
20110310,000815,-15.93,-18.57,2.64
20110310,000820,-15.97,-18.56,2.59
20110310,000825,-16.02,-18.55,2.53
20110310,000830,-16.07,-18.55,2.48
20110310,000835,-16.12,-18.54,2.42
20110310,000840,-16.16,-18.53,2.37
20110310,000845,-16.2,-18.52,2.32
20110310,000850,-16.24,-18.51,2.27
20110310,000855,-16.26,-18.51,2.25
20110310,000900,-16.27,-18.5,2.23
20110310,000905,-16.28,-18.49,2.21
20110310,000910,-16.29,-18.48,2.19
20110310,000915,-16.3,-18.47,2.17
20110310,000920,-16.31,-18.46,2.15
20110310,000925,-16.31,-18.46,2.15
20110310,000930,-16.31,-18.45,2.14
20110310,000935,-16.33,-18.44,2.11
20110310,000940,-16.35,-18.43,2.08
20110310,000945,-16.37,-18.42,2.05
20110310,000950,-16.39,-18.41,2.02
20110310,000955,-16.42,-18.41,1.99
20110310,001000,-16.44,-18.4,1.96
20110310,001005,-16.47,-18.39,1.92
20110310,001010,-16.5,-18.38,1.88
20110310,001015,-16.53,-18.37,1.84
20110310,001020,-16.56,-18.36,1.8
20110310,001025,-16.59,-18.36,1.77
20110310,001030,-16.61,-18.35,1.74
20110310,001035,-16.64,-18.34,1.7
20110310,001040,-16.66,-18.33,1.67
20110310,001045,-16.69,-18.32,1.63
20110310,001050,-16.71,-18.31,1.6
20110310,001055,-16.71,-18.3,1.59
20110310,001100,-16.72,-18.3,1.58
